weekly_change,rolling_mean_14,rolling_std_7,stock_threshold,stock_estime,Rating,Unit price,future_demand_7,rolling_mean_7,day_of_week,Quantity
-0.3333333333333333,6.285714285714286,2.5819888974716108,45.87298334620742,161.0,7.4,34.84,1.0,6.0,6,4
-0.4,7.071428571428571,3.1847852585154217,54.777177887773135,136.0,8.8,87.45,7.0,7.142857142857143,6,6
0.0,5.571428571428571,3.162277660168379,46.74341649025257,145.0,5.3,81.3,8.0,6.0,4,6
-0.5714285714285714,5.857142857142857,2.968084198523317,40.45212629778497,125.0,6.2,90.22,2.0,5.142857142857143,0,3
4.0,6.785714285714286,2.05866345916355,57.087995188745325,141.0,8.8,26.31,9.0,7.714285714285714,4,5
0.5,5.857142857142857,2.4299715851758243,50.64495737776374,120.0,9.8,34.42,4.0,6.714285714285714,0,6
4.0,6.285714285714286,2.2677868380553616,53.40168025708304,171.0,8.2,51.91,2.0,7.142857142857143,5,10
0.1428571428571428,6.5,2.2886885410853157,54.43303281162797,179.0,9.2,72.5,7.0,7.285714285714286,5,8
0.1111111111111111,6.714285714285714,2.439750182371331,55.659625273557,189.0,5.4,89.8,10.0,7.428571428571429,2,10
0.6666666666666667,5.714285714285714,3.505098327538656,51.25764749130799,155.0,8.1,90.5,5.0,6.571428571428571,4,10
0.1111111111111111,6.142857142857143,3.6384193323605833,52.45762899854088,165.0,9.1,68.6,3.0,6.714285714285714,1,10
-0.75,6.214285714285714,3.251373336211727,48.87706000431759,136.0,8.4,30.41,5.0,6.285714285714286,4,1
0.0,6.142857142857143,2.4299715851758243,50.64495737776374,126.0,8.0,77.95,1.0,6.714285714285714,0,6
5.0,5.857142857142857,2.699206232527311,56.04880934879097,171.0,9.5,46.26,8.0,7.428571428571429,4,6
2.333333333333333,5.928571428571429,3.2877840272018792,47.93167604080282,135.0,9.2,30.14,1.0,6.142857142857143,6,10
-0.6,6.0,2.6992062325273114,50.04880934879097,175.0,5.6,66.14,2.0,6.571428571428571,1,4
-0.1111111111111111,6.571428571428571,2.299068134204441,49.44860220130666,134.0,6.2,71.86,4.0,6.571428571428571,2,8
0.1428571428571428,6.5,2.7516228977511736,51.12743434662676,183.0,4.9,32.46,4.0,6.714285714285714,2,8
-0.1999999999999999,5.571428571428571,3.366501646120692,47.04975246918104,139.0,4.8,91.54,3.0,6.0,5,4
0.3999999999999999,7.142857142857143,2.21466970556828,57.32200455835242,196.0,7.3,34.56,7.0,7.714285714285714,0,7
8.0,5.857142857142857,2.6726124191242446,54.00891862868637,148.0,7.4,83.24,8.0,7.142857142857143,1,9
-0.1428571428571429,6.285714285714286,3.2366943748507486,47.85504156227612,142.0,9.9,16.48,8.0,6.142857142857143,3,6
-0.1111111111111111,7.0,2.1491969707422367,56.22379545611336,204.0,9.3,80.97,6.0,7.571428571428571,0,8
0.6666666666666667,5.928571428571429,2.992052966172383,49.48807944925858,147.0,9.0,92.29,8.0,6.428571428571429,2,5
-0.8333333333333334,6.571428571428571,3.265986323710904,53.89897948556636,142.0,6.1,72.17,9.0,7.0,4,1
-0.4444444444444444,6.785714285714286,2.0816659994661326,45.1224989991992,139.0,9.7,50.28,3.0,6.0,3,5
2.0,6.785714285714286,2.2990681342044383,56.448602201306656,192.0,6.0,97.22,10.0,7.571428571428571,5,9
0.0,6.928571428571429,2.1491969707422367,56.22379545611336,210.0,10.0,93.39,3.0,7.571428571428571,2,6
0.3333333333333332,6.285714285714286,3.039423504234848,51.55913525635227,155.0,8.3,43.18,6.0,6.714285714285714,5,8
-0.75,6.571428571428571,3.078342163598853,54.61751324539828,211.0,6.0,63.69,7.0,7.142857142857143,0,1
-0.2222222222222222,6.071428571428571,2.8784916685156983,49.31773750277355,162.0,7.0,45.79,8.0,6.428571428571429,2,7
-0.8,6.571428571428571,3.3166247903553985,46.9749371855331,213.0,6.5,76.4,5.0,6.0,2,2
0.0,6.571428571428571,2.8784916685156983,49.31773750277355,172.0,5.9,39.9,3.0,6.428571428571429,2,10
0.3333333333333332,6.928571428571429,2.193062655175132,58.289593982762696,200.0,5.6,42.57,9.0,7.857142857142857,0,8
4.0,6.785714285714286,1.6761634196950528,52.51424512954258,149.0,4.8,95.58,4.0,7.142857142857143,2,10
0.25,6.5,2.8784916685156987,56.31773750277355,158.0,8.7,98.98,1.0,7.428571428571429,4,10
-0.25,6.428571428571429,2.794552524023088,47.19182878603464,178.0,6.5,51.28,9.0,6.142857142857143,5,6
-0.125,6.571428571428571,3.236694374850747,45.85504156227612,220.0,8.5,69.52,2.0,5.857142857142857,4,7
-0.5,6.857142857142857,2.1930626551751327,53.289593982762696,205.0,5.5,70.01,9.0,7.142857142857143,3,5
4.0,6.5,1.7994708216848754,49.69920623252732,183.0,9.4,80.05,5.0,6.714285714285714,5,5
-0.1111111111111111,6.714285714285714,3.1847852585154217,52.777177887773135,150.0,6.3,20.85,9.0,6.857142857142857,6,8
-0.4,6.571428571428571,2.8702082220799308,48.30531233311989,156.0,9.8,52.89,3.0,6.285714285714286,5,6
0.3333333333333332,6.571428571428571,1.8257418583505545,51.73861278752583,191.0,8.7,19.79,9.0,7.0,4,8
0.125,7.0,1.799470821684876,53.69920623252732,158.0,8.8,33.84,1.0,7.285714285714286,3,9
0.6000000000000001,6.928571428571429,1.6183471874253752,54.427520781138064,199.0,9.6,22.17,3.0,7.428571428571429,6,8
-0.2222222222222222,6.357142857142857,2.7945525240230884,54.19182878603464,165.0,4.8,22.51,2.0,7.142857142857143,2,7
-0.25,6.928571428571429,1.6761634196950523,52.51424512954258,205.0,4.4,73.88,7.0,7.142857142857143,5,6
-0.7,6.428571428571429,2.267786838055363,46.40168025708304,208.0,9.9,86.8,9.0,6.142857142857143,0,3
0.0,6.428571428571429,2.7945525240230884,54.19182878603464,172.0,5.7,64.26,4.0,7.142857142857143,5,7
0.1428571428571428,6.857142857142857,1.7043362064926946,53.55650430973904,213.0,7.7,38.47,2.0,7.285714285714286,2,8
0.0,6.642857142857143,3.236694374850747,45.85504156227612,230.0,8.0,15.5,2.0,5.857142857142857,5,10
0.3333333333333332,6.928571428571429,2.3704530408864075,48.55567956132961,216.0,5.7,34.31,10.0,6.428571428571429,4,8
0.0,6.785714285714286,3.236694374850747,45.85504156227612,237.0,6.7,12.34,2.0,5.857142857142857,0,7
-0.7,6.357142857142857,1.8898223650461363,46.83473354756921,216.0,8.0,18.08,9.0,6.285714285714286,1,3
0.1428571428571428,6.928571428571429,1.812653934349933,54.7189809015249,166.0,7.5,94.49,5.0,7.428571428571429,6,8
-0.3333333333333333,6.928571428571429,2.1930626551751358,53.2895939827627,170.0,7.0,46.47,10.0,7.142857142857143,4,4
-0.8333333333333334,6.571428571428571,3.207134902949093,49.81070235442364,171.0,9.9,74.07,5.0,6.428571428571429,6,1
-0.5,6.214285714285714,3.2366943748507486,45.85504156227612,175.0,5.9,69.81,1.0,5.857142857142857,0,4
-0.4,5.785714285714286,3.408672412985388,44.11300861947808,178.0,7.2,77.04,8.0,5.571428571428571,0,3
-0.3333333333333333,6.071428571428571,3.055050463303894,53.58257569495584,174.0,4.6,73.52,5.0,7.0,1,2
0.5,6.428571428571429,2.138089935299396,50.20713490294909,225.0,9.2,87.8,7.0,6.714285714285714,5,9
-0.6,5.928571428571429,2.8115408417381933,37.21731126260729,182.0,5.7,25.55,4.0,4.714285714285714,5,4
-0.5,6.5,2.3704530408864084,42.55567956132961,161.0,9.9,32.71,6.0,5.571428571428571,1,5
-0.9,5.928571428571429,3.4503277967117705,45.175491695067656,175.0,5.0,74.29,1.0,5.714285714285714,6,1
-0.5,6.357142857142857,2.794552524023087,47.19182878603464,218.0,4.9,43.7,5.0,6.142857142857143,1,2
-0.8888888888888888,5.428571428571429,2.370453040886409,28.55567956132961,183.0,6.1,25.29,8.0,3.571428571428572,5,1
-0.5,6.142857142857143,2.760262237369417,43.140393356054126,222.0,8.2,41.5,2.0,5.571428571428571,1,4
0.0,6.714285714285714,2.138089935299396,50.20713490294909,230.0,5.5,71.39,9.0,6.714285714285714,6,5
-0.25,6.571428571428571,3.101458950082624,43.65218842512394,243.0,6.8,19.15,10.0,5.571428571428571,1,6
-0.5,6.357142857142857,2.160246899469288,38.24037034920393,165.0,6.6,57.49,5.0,5.0,4,4
0.1666666666666667,6.142857142857143,2.267786838055364,39.40168025708304,172.0,9.8,61.41,4.0,5.142857142857143,0,7
0.1111111111111111,6.642857142857143,2.9840847683606286,44.47612715254094,232.0,8.7,25.9,2.0,5.714285714285714,2,10
-0.375,5.285714285714286,1.5735915849388875,24.36038737740833,188.0,5.4,17.77,8.0,3.142857142857143,4,5
0.125,6.857142857142857,3.132015933791495,45.69802390068724,241.0,7.9,23.03,6.0,5.857142857142857,3,9
0.8,6.714285714285714,2.690370836538197,44.0355562548073,181.0,9.7,66.65,6.0,5.714285714285714,4,9
1.5,5.571428571428571,3.055050463303894,32.58257569495584,198.0,7.8,28.53,4.0,4.0,0,10
-0.25,5.785714285714286,3.552329886011097,44.32849482901665,178.0,5.1,30.37,2.0,5.571428571428571,3,3
8.0,6.928571428571429,1.951800145897064,50.9277002188456,190.0,6.5,99.73,3.0,6.857142857142857,5,9
0.125,6.928571428571429,2.0816659994661304,52.1224989991992,199.0,5.9,26.23,5.0,7.0,4,9
0.125,6.928571428571429,2.267786838055364,51.40168025708304,239.0,8.8,93.26,10.0,6.857142857142857,2,9
4.0,5.5,2.760262237369417,36.140393356054126,203.0,4.9,92.36,8.0,4.571428571428571,2,5
-0.5,6.357142857142857,3.2366943748507477,40.85504156227612,246.0,4.4,46.42,1.0,5.142857142857143,4,3
6.0,6.571428571428571,2.708012801545318,46.06201920231798,253.0,6.5,29.61,7.0,6.0,0,7
-0.75,5.0,3.078342163598855,33.617513245398285,204.0,8.3,18.28,6.0,4.142857142857143,4,1
1.5,6.214285714285714,2.1491969707422367,48.22379545611336,258.0,8.5,24.77,5.0,6.428571428571429,6,5
-0.5,6.428571428571429,2.5727509827123987,49.8591264740686,202.0,5.5,94.64,3.0,6.571428571428571,3,3
-0.1111111111111111,6.285714285714286,3.408672412985386,43.11300861947808,186.0,8.7,94.87,5.0,5.428571428571429,1,8
-0.625,6.785714285714286,2.6095064302514777,46.914259645377214,242.0,7.9,57.34,7.0,6.142857142857143,6,3
0.1999999999999999,6.142857142857143,2.4976179127511138,50.74642686912667,208.0,6.1,45.35,4.0,6.714285714285714,3,6
0.1666666666666667,6.714285714285714,2.627691364061218,47.941537046091824,249.0,5.4,62.08,2.0,6.285714285714286,2,7
0.25,5.928571428571429,2.340126166724877,51.51018925008732,213.0,9.4,11.81,1.0,6.857142857142857,6,5
-0.9,5.785714285714286,3.0783421635988515,33.61751324539828,187.0,8.2,12.54,10.0,4.142857142857143,3,1
-0.75,6.357142857142857,2.935821455580639,42.40373218337096,251.0,6.2,43.25,1.0,5.428571428571429,2,2
-0.7142857142857143,5.785714285714286,2.6903708365381958,44.03555625480729,260.0,9.7,87.16,10.0,5.714285714285714,4,2
0.8,6.785714285714286,3.309438162646486,49.96415724396973,250.0,4.0,69.37,6.0,6.428571428571429,5,9
-0.4285714285714286,5.785714285714286,2.572750982712399,48.8591264740686,217.0,9.7,37.06,4.0,6.428571428571429,3,4
-0.3333333333333333,5.857142857142857,2.309401076758503,45.46410161513776,223.0,5.3,90.7,4.0,6.0,1,6
1.6666666666666663,5.214285714285714,3.338091841585121,39.00713776237768,212.0,7.4,63.42,4.0,4.857142857142857,0,8
-0.7142857142857143,5.285714285714286,2.878491668515694,28.31773750277354,189.0,6.5,81.37,4.0,3.4285714285714284,5,2
-0.6666666666666667,6.0,2.1157009420498176,39.173551413074726,226.0,8.7,10.59,9.0,5.142857142857143,1,3
2.0,6.714285714285714,3.039423504234846,55.55913525635227,259.0,8.0,84.09,4.0,7.285714285714286,0,9
-0.4285714285714286,5.071428571428571,2.449489742783173,24.67423461417476,193.0,6.7,73.82,4.0,3.0,3,4
0.25,7.0,3.207134902949091,57.81070235442364,269.0,6.5,51.94,5.0,7.571428571428571,5,10
-0.8,5.214285714285714,2.2253945610567456,35.33809184158512,262.0,4.1,93.14,1.0,4.571428571428571,6,2
1.5,7.071428571428571,2.449489742783176,59.674234614174765,274.0,4.9,17.41,10.0,8.0,0,5
1.5,5.214285714285714,2.5071326821120303,27.760699023168044,198.0,8.6,44.22,4.0,3.4285714285714284,1,5
-0.4444444444444444,5.785714285714286,1.2724180205607096,33.90862703084107,231.0,4.3,13.22,10.0,4.571428571428571,5,5
0.0,4.571428571428571,2.5071326821120303,27.760699023168044,199.0,4.9,89.69,7.0,3.4285714285714284,4,1
2.0,6.285714285714286,2.984084768360628,48.47612715254094,260.0,5.6,24.94,5.0,6.285714285714286,4,9
-0.5,6.642857142857143,3.0394235042348456,58.55913525635227,276.0,5.8,59.77,1.0,7.714285714285714,0,2
-0.3333333333333333,4.428571428571429,2.5634797778466183,26.84521966676993,201.0,6.0,93.2,4.0,3.2857142857142856,3,2
0.0,4.785714285714286,3.338091841585121,39.00713776237768,216.0,4.2,62.65,4.0,4.857142857142857,5,4
7.0,4.714285714285714,3.0237157840738185,45.53557367611073,224.0,8.3,93.87,10.0,5.857142857142857,5,8
0.6000000000000001,4.714285714285714,3.0937725468153885,48.64065882022308,232.0,5.7,47.59,9.0,6.285714285714286,1,8
0.0,5.571428571428571,1.2724180205607096,33.90862703084107,234.0,4.8,81.4,7.0,4.571428571428571,5,3
-0.375,4.142857142857143,1.7728105208558294,22.659215781283745,206.0,6.8,17.94,10.0,2.857142857142857,2,5
